node_id,path,string
30,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
30,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
30,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
30,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
30,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
30,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
30,<root>.material.brdf.lpe_label,09 - Default
30,<root>.material.scene_name[0],09 - Default
30,<root>.scene_name[0],Box004
30,<root>.scene_name[1],scene/三人桌/组016/Box004
30,<root>.scene_name[2],layer/0
30,<root>.user_attributes,
31,<root>,Line040@node_598
31,<root>.bake_subdiv_filepath,
31,<root>.geometry,Mesh_8069789315394890747
31,<root>.material,a1___Default@mtl__26
31,<root>.material.brdf,a1___Default@mtl_brdf__27
31,<root>.material.brdf.lpe_label,01 - Default
31,<root>.material.scene_name[0],01 - Default
31,<root>.scene_name[0],Line040
31,<root>.scene_name[1],scene/三人桌/组018/Line040
31,<root>.scene_name[2],layer/0
31,<root>.user_attributes,
32,<root>,组018@node_597
32,<root>.bake_subdiv_filepath,
32,<root>.scene_name[0],组018
32,<root>.scene_name[1],scene/三人桌/组018
32,<root>.scene_name[2],layer/0
32,<root>.user_attributes,
33,<root>,Circle017@node_599
33,<root>.bake_subdiv_filepath,
33,<root>.geometry,Mesh_2984604966146738406
33,<root>.material,Material__90@mtl__29
33,<root>.material.brdf,Material__90@mtl_brdf__30
33,<root>.material.brdf.lpe_label,Material #90
33,<root>.material.scene_name[0],Material #90
33,<root>.scene_name[0],Circle017
33,<root>.scene_name[1],scene/三人桌/组018/Circle017
33,<root>.scene_name[2],layer/0
33,<root>.user_attributes,
34,<root>,Box005@node_600
34,<root>.bake_subdiv_filepath,
34,<root>.geometry,Mesh_18347481127991866678
34,<root>.material,a9___Default@mtl__32
34,<root>.material.brdf,a9___Default@mtl_brdf__33
34,<root>.material.brdf.bump_map,贴图__10@tex_17
34,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
34,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
34,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
34,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
34,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
34,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
34,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
34,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
34,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
34,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
34,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
34,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
34,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
34,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
34,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
34,<root>.material.brdf.lpe_label,09 - Default
34,<root>.material.scene_name[0],09 - Default
34,<root>.scene_name[0],Box005
34,<root>.scene_name[1],scene/三人桌/组018/Box005
34,<root>.scene_name[2],layer/0
34,<root>.user_attributes,
35,<root>,Sphere014@node_601
35,<root>.bake_subdiv_filepath,
35,<root>.geometry,Mesh_17088079426900871836
35,<root>.material,a9___Default@mtl__32
35,<root>.material.brdf,a9___Default@mtl_brdf__33
35,<root>.material.brdf.bump_map,贴图__10@tex_17
35,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
35,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
35,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
35,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
35,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
35,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
35,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
35,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
35,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
35,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
35,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
35,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
35,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
35,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
35,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
35,<root>.material.brdf.lpe_label,09 - Default
35,<root>.material.scene_name[0],09 - Default
35,<root>.scene_name[0],Sphere014
35,<root>.scene_name[1],scene/三人桌/组018/Sphere014
35,<root>.scene_name[2],layer/0
35,<root>.user_attributes,
36,<root>,Circle018@node_603
36,<root>.bake_subdiv_filepath,
36,<root>.geometry,Mesh_2984604966146738406
36,<root>.material,Material__90@mtl__29
36,<root>.material.brdf,Material__90@mtl_brdf__30
36,<root>.material.brdf.lpe_label,Material #90
36,<root>.material.scene_name[0],Material #90
36,<root>.scene_name[0],Circle018
36,<root>.scene_name[1],scene/三人桌/组020/Circle018
36,<root>.scene_name[2],layer/0
36,<root>.user_attributes,
37,<root>,组020@node_602
37,<root>.bake_subdiv_filepath,
37,<root>.scene_name[0],组020
37,<root>.scene_name[1],scene/三人桌/组020
37,<root>.scene_name[2],layer/0
37,<root>.user_attributes,
38,<root>,Sphere015@node_604
38,<root>.bake_subdiv_filepath,
38,<root>.geometry,Mesh_17088079426900871836
38,<root>.material,a9___Default@mtl__32
38,<root>.material.brdf,a9___Default@mtl_brdf__33
38,<root>.material.brdf.bump_map,贴图__10@tex_17
38,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
38,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
38,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
38,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
38,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
38,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
38,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
38,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
38,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
38,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
38,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
38,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
38,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
38,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
38,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
38,<root>.material.brdf.lpe_label,09 - Default
38,<root>.material.scene_name[0],09 - Default
38,<root>.scene_name[0],Sphere015
38,<root>.scene_name[1],scene/三人桌/组020/Sphere015
38,<root>.scene_name[2],layer/0
38,<root>.user_attributes,
39,<root>,Line041@node_605
39,<root>.bake_subdiv_filepath,
39,<root>.geometry,Mesh_8069789315394890747
39,<root>.material,a1___Default@mtl__26
39,<root>.material.brdf,a1___Default@mtl_brdf__27
39,<root>.material.brdf.lpe_label,01 - Default
39,<root>.material.scene_name[0],01 - Default
39,<root>.scene_name[0],Line041
39,<root>.scene_name[1],scene/三人桌/组020/Line041
39,<root>.scene_name[2],layer/0
39,<root>.user_attributes,
40,<root>,Box006@node_606
40,<root>.bake_subdiv_filepath,
40,<root>.geometry,Mesh_18347481127991866678
40,<root>.material,a9___Default@mtl__32
40,<root>.material.brdf,a9___Default@mtl_brdf__33
40,<root>.material.brdf.bump_map,贴图__10@tex_17
40,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
40,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
40,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
40,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
40,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
40,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
40,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
40,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
40,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
40,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
40,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
40,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
40,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
40,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
40,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
40,<root>.material.brdf.lpe_label,09 - Default
40,<root>.material.scene_name[0],09 - Default
40,<root>.scene_name[0],Box006
40,<root>.scene_name[1],scene/三人桌/组020/Box006
40,<root>.scene_name[2],layer/0
40,<root>.user_attributes,
41,<root>,Circle019@node_608
41,<root>.bake_subdiv_filepath,
41,<root>.geometry,Mesh_2984604966146738406
41,<root>.material,Material__90@mtl__29
41,<root>.material.brdf,Material__90@mtl_brdf__30
41,<root>.material.brdf.lpe_label,Material #90
41,<root>.material.scene_name[0],Material #90
41,<root>.scene_name[0],Circle019
41,<root>.scene_name[1],scene/三人桌/组022/Circle019
41,<root>.scene_name[2],layer/0
41,<root>.user_attributes,
42,<root>,组022@node_607
42,<root>.bake_subdiv_filepath,
42,<root>.scene_name[0],组022
42,<root>.scene_name[1],scene/三人桌/组022
42,<root>.scene_name[2],layer/0
42,<root>.user_attributes,
43,<root>,Sphere016@node_609
43,<root>.bake_subdiv_filepath,
43,<root>.geometry,Mesh_17088079426900871836
43,<root>.material,a9___Default@mtl__32
43,<root>.material.brdf,a9___Default@mtl_brdf__33
43,<root>.material.brdf.bump_map,贴图__10@tex_17
43,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
43,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
43,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
43,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
43,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
43,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
43,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
43,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
43,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
43,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
43,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
43,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
43,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
43,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
43,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
43,<root>.material.brdf.lpe_label,09 - Default
43,<root>.material.scene_name[0],09 - Default
43,<root>.scene_name[0],Sphere016
43,<root>.scene_name[1],scene/三人桌/组022/Sphere016
43,<root>.scene_name[2],layer/0
43,<root>.user_attributes,
44,<root>,Line042@node_610
44,<root>.bake_subdiv_filepath,
44,<root>.geometry,Mesh_8069789315394890747
44,<root>.material,a1___Default@mtl__26
44,<root>.material.brdf,a1___Default@mtl_brdf__27
44,<root>.material.brdf.lpe_label,01 - Default
44,<root>.material.scene_name[0],01 - Default
44,<root>.scene_name[0],Line042
44,<root>.scene_name[1],scene/三人桌/组022/Line042
44,<root>.scene_name[2],layer/0
44,<root>.user_attributes,
45,<root>,Box007@node_611
45,<root>.bake_subdiv_filepath,
45,<root>.geometry,Mesh_18347481127991866678
45,<root>.material,a9___Default@mtl__32
45,<root>.material.brdf,a9___Default@mtl_brdf__33
45,<root>.material.brdf.bump_map,贴图__10@tex_17
45,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_5_gsRGB
45,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/965772.jpg
45,<root>.material.brdf.bump_map.bitmap.rgb_color_space,raw
45,<root>.material.brdf.bump_map.uvwgen,贴图__10@tex_17_uvwgen
45,<root>.material.brdf.diffuse,a9___Default@mtl_brdf__33_diffuse_combine
45,<root>.material.brdf.diffuse.texture,贴图__7@tex_13
45,<root>.material.brdf.diffuse.texture.blend_input,贴图__7@tex_13_mix_curve
45,<root>.material.brdf.diffuse.texture.color1,贴图__7@tex_13_color1_map1_combine
45,<root>.material.brdf.diffuse.texture.color1.texture,贴图__8@tex_14
45,<root>.material.brdf.diffuse.texture.color2,贴图__7@tex_13_color2_map2_combine
45,<root>.material.brdf.diffuse.texture.color2.texture,贴图__9@tex_16
45,<root>.material.brdf.diffuse.texture.color2.texture.bitmap,bitmapBuffer_11_gsRGB
45,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/04（3）.jpg
45,<root>.material.brdf.diffuse.texture.color2.texture.bitmap.rgb_color_space,raw
45,<root>.material.brdf.diffuse.texture.color2.texture.uvwgen,贴图__9@tex_16_uvwgen
45,<root>.material.brdf.lpe_label,09 - Default
45,<root>.material.scene_name[0],09 - Default
45,<root>.scene_name[0],Box007
45,<root>.scene_name[1],scene/三人桌/组022/Box007
45,<root>.scene_name[2],layer/0
45,<root>.user_attributes,
46,<root>,Plane053@node_613
46,<root>.bake_subdiv_filepath,
46,<root>.geometry,Mesh_15508665816278545519
46,<root>.material,a6___Defaultzrd@mtl__36
46,<root>.material.brdf,a6___Defaultzrd@mtl_brdf__37
46,<root>.material.brdf.lpe_label,06 - Defaultzrd
46,<root>.material.scene_name[0],06 - Defaultzrd
46,<root>.scene_name[0],Plane053
46,<root>.scene_name[1],scene/三人桌/组029/Plane053
46,<root>.scene_name[2],layer/0
46,<root>.user_attributes,
47,<root>,组029@node_612
47,<root>.bake_subdiv_filepath,
47,<root>.scene_name[0],组029
47,<root>.scene_name[1],scene/三人桌/组029
47,<root>.scene_name[2],layer/0
47,<root>.user_attributes,
48,<root>,Circle032@node_614
48,<root>.bake_subdiv_filepath,
48,<root>.geometry,Mesh_12534451765972458282
48,<root>.material,a1___Default@mtl__26
48,<root>.material.brdf,a1___Default@mtl_brdf__27
48,<root>.material.brdf.lpe_label,01 - Default
48,<root>.material.scene_name[0],01 - Default
48,<root>.scene_name[0],Circle032
48,<root>.scene_name[1],scene/三人桌/组029/Circle032
48,<root>.scene_name[2],layer/0
48,<root>.user_attributes,
49,<root>,Plane054@node_615
49,<root>.bake_subdiv_filepath,
49,<root>.geometry,Mesh_15508665816278545519
49,<root>.material,a6___Defaultzrdzzzsssz@mtl__39
49,<root>.material.brdf,a6___Defaultzrdzzzsssz@mtl_brdf__40
49,<root>.material.brdf.lpe_label,06 - Defaultzrdzzzsssz
49,<root>.material.scene_name[0],06 - Defaultzrdzzzsssz
49,<root>.scene_name[0],Plane054
49,<root>.scene_name[1],scene/三人桌/组029/Plane054
49,<root>.scene_name[2],layer/0
49,<root>.user_attributes,
50,<root>,Plane055@node_616
50,<root>.bake_subdiv_filepath,
50,<root>.geometry,Mesh_15508665816278545519
50,<root>.material,a6___Defaultzrdzzzss@mtl__41
50,<root>.material.brdf,a6___Defaultzrdzzzss@mtl_brdf__42
50,<root>.material.brdf.lpe_label,06 - Defaultzrdzzzss
50,<root>.material.scene_name[0],06 - Defaultzrdzzzss
50,<root>.scene_name[0],Plane055
50,<root>.scene_name[1],scene/三人桌/组029/Plane055
50,<root>.scene_name[2],layer/0
50,<root>.user_attributes,
51,<root>,Rectangle052@node_617
51,<root>.bake_subdiv_filepath,
51,<root>.geometry,Mesh_7141693633101955935
51,<root>.material,a3___Default@mtl__44
51,<root>.material.brdf,a3___Default@mtl_brdf__45
51,<root>.material.brdf.lpe_label,03 - Default
51,<root>.material.scene_name[0],03 - Default
51,<root>.scene_name[0],Rectangle052
51,<root>.scene_name[1],scene/三人桌/组029/Rectangle052
51,<root>.scene_name[2],layer/0
51,<root>.user_attributes,
52,<root>,Circle033@node_618
52,<root>.bake_subdiv_filepath,
52,<root>.geometry,Mesh_12534451765972458282
52,<root>.material,a1___Default@mtl__26
52,<root>.material.brdf,a1___Default@mtl_brdf__27
52,<root>.material.brdf.lpe_label,01 - Default
52,<root>.material.scene_name[0],01 - Default
52,<root>.scene_name[0],Circle033
52,<root>.scene_name[1],scene/三人桌/组029/Circle033
52,<root>.scene_name[2],layer/0
52,<root>.user_attributes,
53,<root>,Circle034@node_619
53,<root>.bake_subdiv_filepath,
53,<root>.geometry,Mesh_12534451765972458282
53,<root>.material,a1___Default@mtl__26
53,<root>.material.brdf,a1___Default@mtl_brdf__27
53,<root>.material.brdf.lpe_label,01 - Default
53,<root>.material.scene_name[0],01 - Default
53,<root>.scene_name[0],Circle034
53,<root>.scene_name[1],scene/三人桌/组029/Circle034
53,<root>.scene_name[2],layer/0
53,<root>.user_attributes,
54,<root>,Rectangle053@node_620
54,<root>.bake_subdiv_filepath,
54,<root>.geometry,Mesh_7141693633101955935
54,<root>.material,a3___Default@mtl__44
54,<root>.material.brdf,a3___Default@mtl_brdf__45
54,<root>.material.brdf.lpe_label,03 - Default
54,<root>.material.scene_name[0],03 - Default
54,<root>.scene_name[0],Rectangle053
54,<root>.scene_name[1],scene/三人桌/组029/Rectangle053
54,<root>.scene_name[2],layer/0
54,<root>.user_attributes,
55,<root>,Circle035@node_621
55,<root>.bake_subdiv_filepath,
55,<root>.geometry,Mesh_12534451765972458282
55,<root>.material,a1___Default@mtl__26
55,<root>.material.brdf,a1___Default@mtl_brdf__27
55,<root>.material.brdf.lpe_label,01 - Default
55,<root>.material.scene_name[0],01 - Default
55,<root>.scene_name[0],Circle035
55,<root>.scene_name[1],scene/三人桌/组029/Circle035
55,<root>.scene_name[2],layer/0
55,<root>.user_attributes,
56,<root>,Rectangle054@node_622
56,<root>.bake_subdiv_filepath,
56,<root>.geometry,Mesh_7141693633101955935
56,<root>.material,a3___Default@mtl__44
56,<root>.material.brdf,a3___Default@mtl_brdf__45
56,<root>.material.brdf.lpe_label,03 - Default
56,<root>.material.scene_name[0],03 - Default
56,<root>.scene_name[0],Rectangle054
56,<root>.scene_name[1],scene/三人桌/组029/Rectangle054
56,<root>.scene_name[2],layer/0
56,<root>.user_attributes,
57,<root>,Circle036@node_623
57,<root>.bake_subdiv_filepath,
57,<root>.geometry,Mesh_12534451765972458282
57,<root>.material,a1___Default@mtl__26
57,<root>.material.brdf,a1___Default@mtl_brdf__27
57,<root>.material.brdf.lpe_label,01 - Default
57,<root>.material.scene_name[0],01 - Default
57,<root>.scene_name[0],Circle036
57,<root>.scene_name[1],scene/三人桌/组029/Circle036
57,<root>.scene_name[2],layer/0
57,<root>.user_attributes,
58,<root>,Rectangle055@node_624
58,<root>.bake_subdiv_filepath,
58,<root>.geometry,Mesh_7141693633101955935
58,<root>.material,a3___Default@mtl__44
58,<root>.material.brdf,a3___Default@mtl_brdf__45
58,<root>.material.brdf.lpe_label,03 - Default
58,<root>.material.scene_name[0],03 - Default
58,<root>.scene_name[0],Rectangle055
58,<root>.scene_name[1],scene/三人桌/组029/Rectangle055
58,<root>.scene_name[2],layer/0
58,<root>.user_attributes,
59,<root>,Circle037@node_625
59,<root>.bake_subdiv_filepath,
59,<root>.geometry,Mesh_12534451765972458282
59,<root>.material,a1___Default@mtl__26
59,<root>.material.brdf,a1___Default@mtl_brdf__27
59,<root>.material.brdf.lpe_label,01 - Default
59,<root>.material.scene_name[0],01 - Default
59,<root>.scene_name[0],Circle037
59,<root>.scene_name[1],scene/三人桌/组029/Circle037
59,<root>.scene_name[2],layer/0
59,<root>.user_attributes,
60,<root>,Rectangle056@node_626
60,<root>.bake_subdiv_filepath,
60,<root>.geometry,Mesh_7141693633101955935
60,<root>.material,a3___Default@mtl__44
60,<root>.material.brdf,a3___Default@mtl_brdf__45
60,<root>.material.brdf.lpe_label,03 - Default
60,<root>.material.scene_name[0],03 - Default
60,<root>.scene_name[0],Rectangle056
60,<root>.scene_name[1],scene/三人桌/组029/Rectangle056
60,<root>.scene_name[2],layer/0
60,<root>.user_attributes,
61,<root>,Plane056@node_627
61,<root>.bake_subdiv_filepath,
61,<root>.geometry,Mesh_15508665816278545519
61,<root>.material,a6___Defaultzrdzzzsss@mtl__46
61,<root>.material.brdf,a6___Defaultzrdzzzsss@mtl_brdf__47
61,<root>.material.brdf.lpe_label,06 - Defaultzrdzzzsss
61,<root>.material.scene_name[0],06 - Defaultzrdzzzsss
61,<root>.scene_name[0],Plane056
61,<root>.scene_name[1],scene/三人桌/组029/Plane056
61,<root>.scene_name[2],layer/0
61,<root>.user_attributes,
62,<root>,Rectangle057@node_628
62,<root>.bake_subdiv_filepath,
62,<root>.geometry,Mesh_7141693633101955935
62,<root>.material,a3___Default@mtl__44
62,<root>.material.brdf,a3___Default@mtl_brdf__45
62,<root>.material.brdf.lpe_label,03 - Default
62,<root>.material.scene_name[0],03 - Default
62,<root>.scene_name[0],Rectangle057
62,<root>.scene_name[1],scene/三人桌/组029/Rectangle057
62,<root>.scene_name[2],layer/0
62,<root>.user_attributes,
63,<root>,Plane057@node_629
63,<root>.bake_subdiv_filepath,
63,<root>.geometry,Mesh_15508665816278545519
63,<root>.material,a6___Defaultz@mtl__48
63,<root>.material.brdf,a6___Defaultz@mtl_brdf__49
63,<root>.material.brdf.lpe_label,06 - Defaultz
63,<root>.material.scene_name[0],06 - Defaultz
63,<root>.scene_name[0],Plane057
63,<root>.scene_name[1],scene/三人桌/组029/Plane057
63,<root>.scene_name[2],layer/0
63,<root>.user_attributes,
64,<root>,Plane058@node_630
64,<root>.bake_subdiv_filepath,
64,<root>.geometry,Mesh_15508665816278545519
64,<root>.material,a6___Default@mtl__50
64,<root>.material.brdf,a6___Default@mtl_brdf__51
64,<root>.material.brdf.lpe_label,06 - Default
64,<root>.material.scene_name[0],06 - Default
64,<root>.scene_name[0],Plane058
64,<root>.scene_name[1],scene/三人桌/组029/Plane058
64,<root>.scene_name[2],layer/0
64,<root>.user_attributes,
65,<root>,Plane059@node_631
65,<root>.bake_subdiv_filepath,
65,<root>.geometry,Mesh_15508665816278545519
65,<root>.material,a6___Defaultzr@mtl__52
65,<root>.material.brdf,a6___Defaultzr@mtl_brdf__53
65,<root>.material.brdf.lpe_label,06 - Defaultzr
65,<root>.material.scene_name[0],06 - Defaultzr
65,<root>.scene_name[0],Plane059
65,<root>.scene_name[1],scene/三人桌/组029/Plane059
65,<root>.scene_name[2],layer/0
65,<root>.user_attributes,
66,<root>,Plane060@node_632
66,<root>.bake_subdiv_filepath,
66,<root>.geometry,Mesh_15508665816278545519
66,<root>.material,a6___Defaultzrdzzz@mtl__54
66,<root>.material.brdf,a6___Defaultzrdzzz@mtl_brdf__55
66,<root>.material.brdf.lpe_label,06 - Defaultzrdzzz
66,<root>.material.scene_name[0],06 - Defaultzrdzzz
66,<root>.scene_name[0],Plane060
66,<root>.scene_name[1],scene/三人桌/组029/Plane060
66,<root>.scene_name[2],layer/0
66,<root>.user_attributes,
67,<root>,Plane061@node_633
67,<root>.bake_subdiv_filepath,
67,<root>.geometry,Mesh_15508665816278545519
67,<root>.material,a6___Defaultzrdzzzs@mtl__56
67,<root>.material.brdf,a6___Defaultzrdzzzs@mtl_brdf__57
67,<root>.material.brdf.lpe_label,06 - Defaultzrdzzzs
67,<root>.material.scene_name[0],06 - Defaultzrdzzzs
67,<root>.scene_name[0],Plane061
67,<root>.scene_name[1],scene/三人桌/组029/Plane061
67,<root>.scene_name[2],layer/0
67,<root>.user_attributes,
68,<root>,Plane062@node_634
68,<root>.bake_subdiv_filepath,
68,<root>.geometry,Mesh_15508665816278545519
68,<root>.material,a6___Defaultzrdz@mtl__58
68,<root>.material.brdf,a6___Defaultzrdz@mtl_brdf__59
68,<root>.material.brdf.lpe_label,06 - Defaultzrdz
68,<root>.material.scene_name[0],06 - Defaultzrdz
68,<root>.scene_name[0],Plane062
68,<root>.scene_name[1],scene/三人桌/组029/Plane062
68,<root>.scene_name[2],layer/0
68,<root>.user_attributes,
69,<root>,Plane063@node_635
69,<root>.bake_subdiv_filepath,
69,<root>.geometry,Mesh_15508665816278545519
69,<root>.material,a6___Defaultzrdzz@mtl__60
69,<root>.material.brdf,a6___Defaultzrdzz@mtl_brdf__61
69,<root>.material.brdf.lpe_label,06 - Defaultzrdzz
69,<root>.material.scene_name[0],06 - Defaultzrdzz
69,<root>.scene_name[0],Plane063
69,<root>.scene_name[1],scene/三人桌/组029/Plane063
69,<root>.scene_name[2],layer/0
69,<root>.user_attributes,
70,<root>,Plane064@node_636
70,<root>.bake_subdiv_filepath,
70,<root>.geometry,Mesh_15508665816278545519
70,<root>.material,a6___Defaultzrdzzdzsssz@mtl__62
70,<root>.material.brdf,a6___Defaultzrdzzdzsssz@mtl_brdf__63
70,<root>.material.brdf.lpe_label,06 - Defaultzrdzzdzsssz
70,<root>.material.scene_name[0],06 - Defaultzrdzzdzsssz
70,<root>.scene_name[0],Plane064
70,<root>.scene_name[1],scene/三人桌/组029/Plane064
70,<root>.scene_name[2],layer/0
70,<root>.user_attributes,
71,<root>,对象005@node_637
71,<root>.bake_subdiv_filepath,
71,<root>.geometry,Mesh_8888972271749884921
71,<root>.material,a4___Defaultz@mtl__65
71,<root>.material.brdf,a4___Defaultz@mtl_brdf__66
71,<root>.material.brdf.bump_map,贴图__3@tex_19
71,<root>.material.brdf.bump_map.bitmap,bitmapBuffer_13_gsRGB
71,<root>.material.brdf.bump_map.bitmap.file,/home/bishal/ml-hypersim/examples/01_marketplace_dataset/scenes/ai_001_001/_asset/02/1000432.jpg
